,animal,criminal,mammal,no-cat,measure,relation,fish,object,bird,communication,food,all,female,mean
sow,0.0050148612411412335,0.0,0.005061179663873595,0.0,0.0,0.0,0.0,0.006720878697242326,0.0,0.0,0.0,0.0067443537009652475,0.0,0.0018108671771709538
vixen,0.04088711641269203,0.0,0.044523538285192246,0.0,0.0,0.0,0.0,0.03681585749972436,0.0,0.0,0.0,0.0368641176433376,0.0,0.012237740756995864
siren,0.021202191945116283,0.0,0.0,0.0,0.0,0.0,0.0,0.023153298332238115,0.0,0.02316469148514617,0.0,0.023185980235416084,0.019766015791756582,0.008497859829974865
amazon,0.003154817075594854,0.0,0.0,0.0,0.0,0.0,0.0,0.002761325296003695,0.0035015631496547127,0.0,0.0,0.0027850257364003773,0.0036640469195749737,0.0012205213982483547
mademoiselle,0.0463495951218063,0.0,0.0,0.0,0.0,0.0,0.0682051963689365,0.05874428117132634,0.0,0.0,0.0,0.058714590647554334,0.0,0.017847204869971035
nymph,0.027244547596270322,0.0,0.0,0.0,0.0,0.0,0.0,0.02935016970144318,0.0,0.0,0.0,0.029376479151110725,0.023301991600160086,0.00840562984992187
cow,0.013385179616605581,0.0,0.013568391635630296,0.0,0.0,0.0,0.0,0.010817391502699348,0.0,0.0,0.0,0.010986564115055672,0.0,0.0037505789899992996
hen,0.009018802114140257,0.0,0.0,0.0,0.0,0.0,0.0,0.015639905143180217,0.01112684282689606,0.0,0.012876287269269777,0.015734007849474544,0.0,0.0049535265540739115
bitch,0.11106132083581281,0.0,0.11476313806371163,0.0,0.0,0.0,0.0,0.11512537825287775,0.0,0.0,0.0,0.11591486395539889,0.0,0.03514343854675393
tigress,0.007697196980036802,0.0,0.008063733862623441,0.0,0.0,0.0,0.0,0.0070690023642925775,0.0,0.0,0.0,0.007047151626016032,0.0,0.0022982372948437578
ewe,0.007332927629640573,0.0,0.007840003395686709,0.0,0.0,0.0,0.0,0.006454374370005305,0.0,0.0,0.0,0.006483100174528347,0.0,0.0021623388899893025
doe,0.010589800653236926,0.0,0.011020372075691776,0.0,0.0,0.0,0.0,0.010343106196052448,0.0,0.0,0.0,0.010345740067997579,0.0,0.0032537706917675946
queen,0.032769505674831334,0.0,0.033322109057609975,0.0,0.0,0.04191128662102931,0.0,0.03315008295658837,0.0,0.0,0.0,0.03308615575611253,0.0,0.013403010774320887
molly,0.03350367141662458,0.0,0.0,0.0,0.0,0.0,0.06496287836699143,0.03583730203339491,0.0,0.0,0.0,0.03600438227757502,0.0,0.013100633391891226
mare,0.014258120255287053,0.0,0.015066834350811948,0.0,0.0,0.0,0.0,0.01210946831681007,0.0,0.0,0.0,0.012126048638003602,0.0,0.004120036273916359
lioness,0.03560904130036204,0.0,0.03738107488206163,0.0,0.0,0.0,0.0,0.04453040642038333,0.0,0.0,0.0,0.04457894080237155,0.0,0.012469189492706043
angler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fox,0.011994272100313263,0.0,0.012123558509512505,0.0,0.0,0.01638456268525455,0.0,0.010565116449460947,0.0,0.0,0.0,0.010713688871792375,0.0,0.004752399893564126
hound,0.004530909859697853,0.0,0.005030817937376693,0.0,0.0,0.0,0.0,0.003505617383939166,0.0,0.0,0.0,0.0034907865378673987,0.0,0.0012737024399139317
baby,0.09309262263846929,0.0,0.0,0.0,0.0,0.0,0.0,0.08576559828780209,0.0,0.0,0.0,0.08645341276596456,0.09522429972807885,0.02773353334002421
emperor,0.0031427065767037155,0.0,0.0,0.005637804978025273,0.0,0.0,0.0,0.0032008431066637396,0.0,0.0,0.005741137185313101,0.00319237977378406,0.0,0.0016088362784992224
bull,0.00413172907000827,0.0,0.0046049187375826256,0.006125513617767409,0.0,0.0,0.0,0.003951040880600445,0.0,0.005774277435165916,0.0,0.003963683123695763,0.0,0.0021962432972938793
man,0.03932957311114935,0.0,0.041303163358866024,0.04886667306704936,0.0,0.0,0.0,0.036176792902804816,0.0,0.0,0.0,0.03669010431916439,0.0,0.01556663898146415
human,0.007311771371713841,0.0,0.007205052072054025,0.0,0.0,0.0,0.0,0.007111186605232185,0.0,0.0,0.0,0.007181763399152035,0.0,0.002216136419088622
rooster,0.007634458104169955,0.0,0.0,0.0,0.0,0.0,0.0,0.005793411802579647,0.011687738817412656,0.0,0.0,0.0058113761917437945,0.0,0.002378998839685081
stallion,0.004155811779797546,0.0,0.004705619859295901,0.0,0.0,0.0,0.0,0.003100023075891386,0.0,0.0,0.0,0.0031563060741958836,0.0,0.0011629046760908244
ram,0.006105215990513529,0.0,0.006749643677062109,0.010843765680157429,0.0,0.0,0.0,0.005472022375262074,0.0,0.0,0.0,0.005653495196873062,0.0,0.0026787802246052467
buck,0.004560703919176077,0.0,0.004784595224940661,0.0,0.006567756374560903,0.0,0.0,0.004156850685612478,0.0,0.0,0.0,0.0042073741551857105,0.0,0.0018674831045750637
tiger,0.009420216389179196,0.0,0.009926044235962354,0.0,0.0,0.0,0.0,0.007992239337393453,0.0,0.0,0.0,0.008063146473111753,0.0,0.0027232035719728276
peacock,0.003851092561894793,0.0,0.0,0.0,0.0,0.0,0.0,0.003392886774838694,0.006602575691559357,0.0,0.0,0.0034641196481147206,0.0,0.0013315903597236587
boxer,0.00653574956131204,0.0,0.007317915086858972,0.0,0.0,0.0,0.0,0.005444163244101183,0.0,0.0,0.0,0.005549691463487766,0.0,0.0019113476427507663
cockerel,0.007327404803797152,0.0,0.0,0.0,0.0,0.0,0.0,0.006393206090614067,0.010546600244382356,0.0,0.0,0.006396025215803108,0.0,0.00235871048881513
lion,0.00734032052612111,0.0,0.007926774217024282,0.0,0.0,0.0,0.0,0.005877076228356213,0.0,0.0,0.0,0.0058971105156201825,0.0,0.0020800985759324452
boar,0.0045982622758081295,0.0,0.004914840505539292,0.0,0.0,0.0,0.0,0.003379846777132924,0.0,0.0,0.0,0.003468208840427138,0.0,0.0012585506460698064
murderess,0.0,0.23489435201025613,0.0,0.0,0.0,0.0,0.0,0.25460156582930776,0.0,0.0,0.0,0.2536084892358794,0.0,0.0571618774673418
henchman,0.0,0.03778563764889009,0.0,0.0,0.0,0.0,0.0,0.033890980349538545,0.0,0.0,0.0,0.03433837723487934,0.0,0.008154999633331383
murderer,0.0,0.05264149443076654,0.0,0.0,0.0,0.0,0.0,0.03359217242986517,0.0,0.0,0.0,0.03392882522159584,0.0,0.009243268621709811
hijacker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pirate,0.0,0.017357539269458794,0.0,0.01890776697710432,0.0,0.0,0.0,0.012938535506027566,0.0,0.0,0.0,0.013033099813370733,0.0,0.004787457043535493
kidnapper,0.0,0.056272322952740914,0.0,0.0,0.0,0.0,0.0,0.04791781375893623,0.0,0.0,0.0,0.04852151802792221,0.0,0.011747050364584566
mum,0.0,0.0,0.0,0.0870179927216249,0.0,0.0,0.0,0.08121499724038997,0.0,0.0,0.0,0.08130728381063941,0.0,0.019195405674819557
scouter,0.0,0.0,0.0,0.04858370141675562,0.0,0.0,0.0,0.034233298108496804,0.0,0.0,0.0,0.034447231057544256,0.039249708538296985,0.012039533778545667
stepfather,0.0,0.0,0.0,0.05029066752302042,0.0,0.0,0.0,0.039534689522064834,0.0,0.0,0.0,0.039795680996412085,0.0,0.00997084908011518
boy,0.0,0.0,0.0,0.028481622146325467,0.0,0.0,0.0,0.018128644906814956,0.0,0.0,0.0,0.01841046280685964,0.0,0.005001594604615389
sir,0.0,0.0,0.0,0.008129009228945189,0.0,0.0,0.0,0.005934490095519039,0.0,0.0,0.0,0.005951292271640155,0.0,0.001539599353546491
patriarch,0.0,0.0,0.0,0.00028182554314644333,0.0,0.0,0.0,0.00015240571986004594,0.0,0.0,0.0,0.00015425936270852103,0.0,4.5268509670385405e-05
rover,0.0,0.0,0.0,0.0009391940888581073,0.0,0.0,0.0,0.0005270634340797722,0.0,0.0,0.0,0.0005345335810744053,0.0005993802597671971,0.00020001318182919092
macho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lad,0.0,0.0,0.0,0.005325086649614985,0.0,0.0,0.0,0.0025182615066592622,0.0,0.0,0.0,0.002512638430949007,0.0,0.0007966143528633272
son,0.0,0.0,0.0,0.023127829848635637,0.0,0.0,0.0,0.01847011046292041,0.0,0.0,0.0,0.018543490176557684,0.0,0.004626263883701056
paterfamilias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boyfriend,0.0,0.0,0.0,0.1705863444837081,0.0,0.0,0.0,0.13464861884136142,0.0,0.0,0.0,0.13555656247672832,0.0,0.03390704044629214
womanizer,0.0,0.0,0.0,0.020952121065230735,0.0,0.0,0.0,0.015832003043749862,0.0,0.0,0.0,0.01601680477835654,0.0,0.004061609914410549
gentleman,0.0,0.0,0.0,0.024305105465240062,0.0,0.0,0.0,0.016191108110537627,0.0,0.0,0.0,0.01634897304777445,0.0,0.004372706663350165
gal,0.0,0.0,0.0,0.0,0.006368559640281084,0.0,0.0,0.0025810471728379314,0.0,0.0,0.0,0.002570165840677108,0.004908410581962263,0.001263706402750645
vamp,0.0,0.0,0.0,0.0,0.0,0.05334671757854884,0.0,0.08887213273934566,0.0,0.04463747069443973,0.0,0.08913474107425287,0.04538744072010132,0.024721423292822182
king,0.0,0.0,0.0,0.0,0.0,0.013913543359070473,0.0,0.009817836664612983,0.0,0.0,0.0,0.009894788757717475,0.0,0.0025866283678000713
ballerina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03135691261675466,0.0,0.0,0.0,0.031578274792111095,0.0,0.004841168262220442
girlfriend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07722937529582996,0.0,0.0,0.0,0.07725462049866955,0.07068036350962838,0.017320335331086758
actress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1341199045315247,0.0,0.0,0.0,0.13433057102669224,0.0,0.020650036581401302
hostess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1377747179244732,0.0,0.0,0.0,0.13831267999791153,0.0,0.02123749214787575
millionairess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395269271213533,0.0,0.0,0.0,0.03938945615918407,0.0,0.006070491021579799
sylph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05581021515254402,0.0,0.0,0.0,0.055887689949875426,0.05215874061296514,0.01260435736272189
enchantress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12936692426032484,0.0,0.0,0.0,0.1292550160265239,0.09731171498435719,0.027379511943938915
miss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340042825829121,0.0,0.0,0.0,0.03433276094219936,0.0449640822720206,0.008715471215164004
courtesan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06530835005797894,0.0,0.0,0.0,0.06516097999521409,0.05488785978986214,0.014258245372542704
woman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15580678755306723,0.0,0.0,0.0,0.15599810200568853,0.15106993512841155,0.035605755745166716
skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022859414023022526,0.0,0.0,0.0,0.02438752920812577,0.024516174062396815,0.005520239791811162
comedienne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06735751688471873,0.0,0.0,0.0,0.06741241555758967,0.0,0.01036691788017757
duchess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027821112183297362,0.0,0.0,0.0,0.027792778384649105,0.0,0.004277991582149728
stepdaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054191736124898866,0.0,0.0,0.0,0.05413590007015801,0.0,0.008332895091927452
bachelorette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032881583399415215,0.0,0.0,0.0,0.03289677269710829,0.026322691792548775,0.007084695991467099
wife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032758043069017584,0.0,0.0,0.0,0.03270491292754261,0.032144651329932494,0.007508277486653283
nun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09537983316504405,0.0,0.10275172754877028,0.0,0.0950407217454663,0.0,0.022551714035329278
marchioness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01056301239698902,0.0,0.0,0.0,0.010547451265756366,0.008461250513815344,0.0022747472443508253
godmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022414379522810467,0.0,0.0,0.0,0.022587753873750258,0.0,0.0034617025689662097
maid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08006443446126893,0.0,0.0,0.0,0.08016193478664536,0.07575000302588673,0.018152028636446233
spokeswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527608976981043,0.0,0.0,0.0,0.05285126820343923,0.0,0.008124012761657194
tomboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2966861206748987,0.0,0.0,0.0,0.2970940491657638,0.283243634037586,0.06746336952909604
doll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03592434172018364,0.0,0.0,0.0,0.03600867878412462,0.04416918149587741,0.008930938615398898
sculptress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03524632367886586,0.0,0.0,0.0,0.035271922185254476,0.0,0.0054244804510861794
lass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06318443785747331,0.0,0.0,0.0,0.06331874170724124,0.05141985852781082,0.013686387545578873
minx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015176858862684665,0.0,0.0,0.0,0.015246749984766765,0.01814159933312121,0.003735785244659434
princess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046496290035685874,0.0,0.0,0.0,0.04643116369334924,0.0,0.007148265671464238
poetess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03749721564291664,0.0,0.0,0.0,0.037644504254167176,0.0,0.0057801322997756786
seductress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02898994107995921,0.0,0.0,0.0,0.02898753418399224,0.0,0.004459805789534727
adventuress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waitress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1361030097733108,0.0,0.0,0.0,0.13589207633843794,0.0,0.02092269893167298
lady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03982789441660151,0.0,0.0,0.0,0.039747576272312575,0.04296941631422812,0.009426529769472477
dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002701375056527825,0.0,0.0,0.0,0.002705368912343423,0.0032114470219806487,0.000662937768527069
headmistress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350931006495059,0.0,0.0,0.0,0.1136587747094732,0.0,0.01747446805957106
chambermaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04816552155573198,0.0,0.0,0.0,0.048134624242405104,0.0,0.0074077035229336225
diva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06553701134952925,0.0,0.0,0.0,0.06521578795709483,0.0,0.010057907638971084
missus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03705981903409102,0.0,0.0,0.0,0.037109134465106615,0.018400120785313293,0.007120698021885456
daughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087463743291103,0.0,0.0,0.0,0.08743972568418648,0.0804614566064365,0.01964345581397892
niece,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11615003525259167,0.0,0.0,0.0,0.1161712845539102,0.0,0.017870870754346298
handmaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02508983027309832,0.0,0.0,0.0,0.02508135674019842,0.0,0.003859322077945903
countess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03248017786675093,0.0,0.0,0.0,0.03241134075309107,0.0,0.004991655278449384
stepsister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025374501336022967,0.0,0.0,0.0,0.025392765314768206,0.0,0.0039051743577531673
landlady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03869136752778085,0.0,0.0,0.0,0.038769757925291,0.0,0.005958548111774758
flapper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013349157668501406,0.0,0.0,0.0,0.013346905311205071,0.011453099265976728,0.002934550941975631
danseuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05103645635263106,0.0,0.0,0.0,0.05118276710372145,0.0,0.007863017188950192
sister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09515750898491582,0.0,0.0,0.0,0.09531822178359674,0.092665575162856,0.021780100456259117
granny,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05421819731078318,0.0,0.0,0.0,0.055468005152057666,0.04023707455333899,0.011532559770475372
mom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071649924896265,0.0,0.0,0.0,0.07165848394974303,0.0,0.011023723757385234
policewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05993698637153334,0.0,0.0,0.0,0.060040876963603884,0.0,0.009229066410395172
gentlewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049774322389336885,0.0,0.0,0.0,0.049837358462315934,0.0513438654766711,0.011611965102178764
coquette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masseuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09196433288895442,0.0,0.0,0.0,0.09272820917941117,0.0,0.014207118620643508
grandma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07172867386400802,0.0,0.0,0.0,0.07189315664505366,0.0,0.011047833116081669
housemaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06189063394483432,0.0,0.0,0.0,0.0618578017370879,0.0,0.009519110437070941
bride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02011438351956825,0.0,0.0,0.0,0.02011101389999098,0.0,0.003094261339966095
concubine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04584820600555906,0.0,0.0,0.0,0.045841490985709735,0.04763824880277855,0.010717534291849797
empress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008860087498669011,0.0,0.0,0.0,0.008806981547229514,0.0,0.0013590053112229636
stepmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08423163015050339,0.0,0.0,0.0,0.08431002524813554,0.0,0.012964742722972223
mommy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036311136227993264,0.0,0.0,0.0,0.03653464351252378,0.0,0.005603521518501311
chit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matriarch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10579851443421362,0.0,0.0,0.0,0.10591851158921872,0.10231703824223111,0.02415646648197411
governess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151962711547839,0.0,0.0,0.0,0.1520233594736003,0.0,0.023383543924726097
witch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418413858444613,0.0,0.0,0.0,0.04200200838715243,0.047000400462085555,0.010064907284130713
mother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11421059780165335,0.0,0.0,0.0,0.11420625582666413,0.10558057728032448,0.025692110069895538
housewife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10805866153008947,0.0,0.0,0.0,0.1081100864536211,0.10218746475037224,0.02448893944108329
businesswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15635289895327906,0.0,0.0,0.0,0.15625173016405552,0.0,0.02404650993210266
soprano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023745374527357102,0.0,0.04245241473420173,0.0,0.023810866862845927,0.0,0.006923742778800366
girl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09127241128326917,0.0,0.0,0.0,0.09140506984734902,0.08829569607392448,0.02084409055419559
