,animal,criminal,mammal,no-cat,measure,relation,fish,object,bird,communication,food,all,female,mean
begum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015016147994242253,0.0,0.0,0.0,0.0149474069150949,0.012038666621888674,0.003230940117786602
lesbian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015515076164943365,0.0,0.0,0.0,0.015566940551629414,0.0,0.0023909243628132907
handmaiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054044054417517084,0.0,0.0,0.0,0.05429134389566928,0.0,0.008333492177937413
temptress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061426435030480696,0.0,0.0,0.0,0.06190107322381519,0.07588911177566891,0.01532435538692037
manageress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07561032583790152,0.0,0.0,0.0,0.07584503530493236,0.0,0.011650412395602605
damsel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011510075357828843,0.0,0.0,0.0,0.011417851407342904,0.010984903546562048,0.0026086792547487534
barmaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06593561571379845,0.0,0.0,0.0,0.06607594832317251,0.0,0.010154735695151611
aunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722459722198488,0.0,0.0,0.0,0.07290473798296108,0.0,0.011165439246369991
peri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03182141782138968,0.0,0.0,0.0,0.03178956888647195,0.017610425423356557,0.006247800933170631
maidservant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14530240450016152,0.0,0.0,0.0,0.1449796802492209,0.0,0.02232939113456788
granddaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1026000398746891,0.0,0.0,0.0,0.10251773957592199,0.0,0.015778290726970085
grandmother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03995267309012131,0.0,0.0,0.0,0.039905512644139544,0.0,0.006142937364173911
mistress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10991152608885688,0.0,0.0,0.0,0.11005638425503184,0.10552514413727242,0.025037927267781625
showgirl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09911175637056922,0.0,0.0,0.0,0.09917966857946223,0.0,0.015253186534617803
kinswoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062251142944137805,0.0,0.0,0.0,0.06176606973211924,0.0,0.00953978559048131
cyprian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07031166018921761,0.0,0.0,0.0,0.0703666796256757,0.0669468366397185,0.015971167419585524
maiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02586689068034698,0.0,0.0,0.0,0.02600605467275459,0.030424505031280937,0.006330573106490962
wench,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0397232014113825,0.0,0.0,0.0,0.03975731724869434,0.04285424356466644,0.009410366324980253
dowager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004512654644503207,0.0,0.0,0.0,0.0045108734393900516,0.0055799371776378715,0.0011233434816562409
lassie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033118714861851827,0.0,0.0,0.0,0.03325760152186084,0.02642185913552601,0.0071383211937875906
noblewoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0722096919466668,0.0,0.0,0.0,0.07211732401940583,0.0,0.011102078151236356
chairwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12365009773564427,0.0,0.0,0.0,0.12417130302723636,0.0,0.01906318467406774
heroine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509682679812586,0.0,0.0,0.0,0.15121872542729978,0.14632092555756876,0.03450060915124055
heiress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036649191542167635,0.0,0.0,0.0,0.03655923843463448,0.0,0.00563141769052324
goddaughter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023440644028898238,0.0,0.0,0.0,0.02343423398878546,0.0,0.0036057598475141305
scout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024768333227666154,0.0,0.0,0.0,0.002500213648739764,0.0,0.00038284976703895226
communist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007696501970527093,0.0,0.0,0.0,0.00772775352651005,0.0,0.0011864811920797803
prefect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035565525988911495,0.0,0.0,0.0,0.003541700168182513,0.0,0.0005460194436210509
prisoner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017943516436439867,0.0,0.0,0.0,0.018206789274357454,0.0,0.002780792746984409
separatist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
socialite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035517538238865345,0.0,0.0,0.0,0.035555154177483624,0.0,0.005467130185872998
newcomer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019777226639209687,0.0,0.0,0.0,0.019937687442872845,0.0,0.0030549933909294258
dad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037866759405573804,0.0,0.0,0.0,0.03801777062129998,0.0,0.005837271540528753
orthodontist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01589524414660513,0.0,0.0,0.0,0.01604957805017056,0.0,0.0024572940151365917
poet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014595410779843476,0.0,0.0,0.0,0.014719442703551978,0.0,0.002254988729491958
nephew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009557969191497658,0.0,0.0,0.0,0.0096081903626728,0.0,0.00147431996570542
webmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007435968631606477,0.0,0.0,0.0,0.007446950920038065,0.0,0.0011448399655111185
senator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01036263283262497,0.0,0.0,0.0,0.010498479959137486,0.0,0.0016047009839817274
hermit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002299053425378578,0.0,0.0,0.0,0.002276080025196598,0.0,0.00035193334235193664
villein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028816890248507046,0.0,0.0,0.0,0.002889920186212735,0.0,0.0004439699393125723
tzar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
father,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051450582249247416,0.0,0.0,0.0,0.051710153958630066,0.0,0.007935441246759807
danseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016530305406717773,0.0,0.0,0.0,0.016659693152012687,0.0,0.002553076812210036
genius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028569465998573938,0.0,0.0,0.0,0.029087025236935137,0.0,0.004435114710423775
dancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05214777645218177,0.0,0.0,0.0,0.05262655713050166,0.0,0.00805956412174488
fisherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013547296176087421,0.0,0.0,0.0,0.01368554107108426,0.0,0.0020948336343978215
millionaire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007642140441692133,0.0,0.0,0.0,0.007613956840706675,0.0,0.0011735459447999085
hitchhiker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005004756066884741,0.0,0.0,0.0,0.005027875378968278,0.0,0.0007717408804502322
novice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009315535578792515,0.0,0.0,0.0,0.009454223397267427,0.0,0.0014438276135430724
settler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025205891750364412,0.0,0.0,0.0,0.002557714222778332,0.0,0.00039063872290882873
bondsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kinsman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002685456227276765,0.0,0.0,0.0,0.002739252779877266,0.0,0.0004172853082426177
nationalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030891901284535073,0.0,0.0,0.0,0.0031245695193355826,0.0,0.0004779815113683915
employer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01368378370290108,0.0,0.0,0.0,0.013807697957116428,0.0,0.0021147293584628853
docent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013056850766350896,0.0,0.0,0.0,0.013090032000495237,0.0,0.0020112986743727793
sculptor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013120320722660487,0.0,0.0,0.0,0.013240509337943645,0.0,0.00202775615850801
junior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017441495466078535,0.0,0.0,0.0,0.017677110506084896,0.0,0.002701431228627956
choirmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grandfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006178165299046319,0.0,0.0,0.0,0.006157194312464598,0.0,0.0009488738162700706
diplomat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01450615884716738,0.0,0.0,0.0,0.014543969311867517,0.0,0.0022346252430026844
monk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035968343639215974,0.0,0.0,0.0,0.00361443497864308,0.0,0.000554713026351129
sophomore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012414433364511295,0.0,0.0,0.0,0.012479305820739157,0.0,0.0019149030142500347
actor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017824537796694975,0.0,0.0,0.0,0.017908703087329052,0.0,0.0027487108372326176
baritone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003355698549504829,0.0,0.0060795497758471114,0.0,0.0033918090411231565,0.0,0.0009866967204980844
godson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009120515465328218,0.0,0.0,0.0,0.009205378951332863,0.0,0.0014096841858970064
waiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019561549867370527,0.0,0.0,0.0,0.01976711909638282,0.0,0.003025282227981027
cook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019540260864939527,0.0,0.0,0.0,0.01970813235979343,0.0,0.0030191071711333046
tenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001275245579148616,0.0,0.002346513589186157,0.0,0.001283379853768026,0.0,0.0003773183863155999
surveyor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002380018046774892,0.0,0.0,0.0,0.0023949899743838914,0.0,0.00036730830931990644
grandson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007543324109296437,0.0,0.0,0.0,0.0075538471821012835,0.0,0.0011613208685690554
husband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018456303275517366,0.0,0.0,0.0,0.018340219315202085,0.0,0.00283050173774765
philosopher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039889842665656,0.0,0.0,0.0,0.004059581956930983,0.0,0.0006191204787305063
superman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004685660151772328,0.0,0.0,0.0,0.004808285511994224,0.0,0.0007303035125974271
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058030784588313844,0.0,0.0,0.0,0.05856948219171632,0.0,0.00896925129077155
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01071518441521539,0.0,0.0,0.0,0.010834282944771088,0.0,0.0016576513353835755
chairman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006792178739889527,0.0,0.0,0.0,0.006863311594843829,0.0,0.0010504223334410273
manager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011732958851585406,0.0,0.0,0.0,0.011830209598754575,0.0,0.0018125514192569219
headmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005161486794962746,0.0,0.0,0.0,0.005214925790954539,0.0,0.0007981855835320988
god,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010036859971006977,0.0,0.0,0.0,0.010137367892694552,0.0,0.0015518636818231946
master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017563028148795654,0.0,0.0,0.0,0.017734904949144013,0.0,0.002715225622918436
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004880130774679854,0.0,0.0,0.0,0.00489875200911064,0.0,0.0007522217525992687
policeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026588049141679313,0.0,0.0,0.0,0.026875213085400442,0.0,0.0041125586328522885
prince,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010026574444923504,0.0,0.0,0.0,0.010107981977099051,0.0,0.0015488120324632733
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011899889893329317,0.0,0.0,0.0,0.012043435764894691,0.0,0.0018417942814018468
scorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037650216251684694,0.0,0.0,0.0,0.003815081272412931,0.0,0.0005830848382754923
leader,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01692718388216305,0.0,0.0,0.0,0.017117739643930978,0.0,0.002618840271238002
biologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005968553200439323,0.0,0.0,0.0,0.006074052847783941,0.0,0.0009263543114017894
driver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007110974557327411,0.0,0.009598006848036342,0.0,0.007153353472218779,0.0,0.0018355642213525025
liberal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005521748084291615,0.0,0.0,0.0,0.005533990930883136,0.0,0.0008504414627057502
pioneer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018581509397300598,0.0,0.0,0.0,0.01879200775788566,0.0,0.002874885935014328
guard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009293853571211779,0.0,0.0,0.0,0.00940057942265058,0.0,0.0014380333072201814
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034110366693748326,0.0,0.0,0.0,0.03461005142250556,0.0,0.005286186008942607
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003059566723784516,0.0,0.0,0.0,0.0030672017693796146,0.0,0.0004712898840895485
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001555982125445341,0.0,0.0,0.0,0.0015734270519356193,0.0,0.00024072378287545848
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016610197228898098,0.0,0.0,0.0,0.0016679191138366202,0.0,0.0002560722182097254
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008212092553843878,0.0,0.0,0.0,0.008167928448692572,0.0,0.0012600016155797271
daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006382807966226381,0.0,0.0,0.0,0.00643873703574697,0.0,0.0009862726924594887
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004200651095256429,0.0,0.0,0.0,0.0042373105330136525,0.0,0.0006490739714053909
assistant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018934148865292766,0.0,0.0,0.0,0.019068770982299796,0.0,0.0029233015267378895
idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03398489020933958,0.0,0.0,0.0,0.03681275120223864,0.0,0.005445972416275247
duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007696457712978092,0.0,0.0,0.0,0.007730838368856772,0.0,0.0011867150832180664
brother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019995113674019616,0.0,0.0,0.0,0.020080656739100984,0.0,0.0030827515702400465
tsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029914612045563132,0.0,0.0,0.0,0.0029959232770815384,0.0,0.0004605680370490655
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048817694539050424,0.0,0.0,0.0,0.04923512878623748,0.0,0.0075425248711759926
steward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021942637291545563,0.0,0.0,0.0,0.0022010301755151567,0.0,0.0003380995311284395
inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00885333453826239,0.0,0.0,0.0,0.00898761230606464,0.0,0.0013723805264866944
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01255570147288188,0.0,0.0,0.0,0.012661659080684135,0.0,0.001939796965658924
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03169500478774542,0.0,0.0,0.0,0.031504635629128794,0.0,0.004861510801298017
groom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005089288280274699,0.0,0.0,0.0,0.005128656575645007,0.0,0.0007859957581476697
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009464438788009661,0.0,0.0,0.0,0.0009474203718922479,0.0,0.00014568186543793954
lover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09493082312947797,0.0,0.0,0.0,0.0959840937999094,0.0,0.014685762840722105
twin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015111183666699135,0.0,0.0,0.0,0.015355788873751636,0.0,0.002343613272342367
father-in-law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01499271617565262,0.0,0.0,0.0,0.015073733712742092,0.0,0.002312803837568824
batman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545877837962845,0.0,0.0,0.0,0.004648749883256362,0.0,0.0007072790554784005
ally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007716806841460518,0.0,0.0,0.0,0.007709405662722429,0.0,0.001186631731090996
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016854694406753874,0.0,0.0,0.0,0.01700902963300355,0.0,0.0026049018492121097
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06293927734209548,0.0,0.0,0.0,0.06329781972934391,0.0,0.00971054592857226
founder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029005052304138714,0.0,0.0,0.0,0.029273472140434603,0.0,0.0044829634188133325
uncle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01980305178582282,0.0,0.0,0.0,0.019910270860388164,0.0,0.00305487097278546
refugee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007677628496440166,0.0,0.0,0.0,0.00762746507879626,0.0,0.001177314890402802
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034752178173368065,0.0,0.0,0.0,0.034824441731629595,0.0,0.00535204768499982
monastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006243176831616824,0.0,0.0,0.0,0.006320496528130746,0.0,0.0009664364122882746
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05154667680232326,0.0,0.0,0.0,0.05197797979429366,0.0,0.007963435122816685
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04024229753693469,0.0,0.0,0.0,0.04034757968498618,0.0,0.006199221324763144
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547038083489363,0.0,0.0,0.0,0.008560565632560534,0.0,0.001315969516619223
hero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015285080830650522,0.0,0.0,0.02209387277056687,0.015464332335574236,0.0,0.004064868148983972
heir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007719954271611459,0.0,0.0,0.0,0.007746816742829247,0.0,0.0011897516164954389
ms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038315296095178704,0.0,0.03280447225079502,0.0,0.0054707514112287475
ogress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325181127047395,0.20202778430870527,0.03342660746257267
goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026139683614234816,0.02838046272881547,0.004193857411003869
cinderella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033518983129939534,0.03425508843157814,0.005213390120116744
superwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
batwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03284007671166533,0.03433345439907717,0.0051671947008263466
mrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058847593491606495,0.058320717828219445,0.009012947024601996
mister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005658907833741015,0.006253776236287794,0.0009163603130791392
robert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012001557844641084,0.013202125704314907,0.00193874488838123
